team,wl,anet,aortg,adrtg,sos,osos,dsos,pace,opl,dpl,date
LAC,56-29,6.64,113.54,106.95,0.67,-0.429,0.91,101.310,14.09,14.417,2020-09-26
GSW,15-50,-8.430,104.730,113.124,0.413,-0.124,0.54,100.613,14.111,14.523,2020-09-26
CLE,19-46,-8.429,107.326,115.629,-0.326,0.115,-0.427,98.923,14.824,14.315,2020-09-26
ATL,20-47,-7.328,107.625,114.928,0.118,0.38,-0.121,102.96,13.74,14.313,2020-09-26
CHA,23-42,-7.127,106.327,113.425,-0.224,0.118,-0.323,96.030,15.028,15.030,2020-09-26
NYK,21-45,-6.726,106.228,113.023,-0.325,-0.328,-0.018,98.625,14.618,14.626,2020-09-26
WAS,25-47,-5.225,110.616,115.830,-0.628,-0.123,-0.528,102.97,13.75,14.210,2020-09-26
CHI,22-43,-4.423,105.729,110.114,-1.330,-0.530,-0.830,100.116,14.07,14.829,2020-09-26
MIN,19-45,-3.822,108.124,111.920,0.216,0.020,0.212,103.53,13.86,14.02,2020-09-26
BKN,35-41,-1.821,109.020,110.815,-0.122,0.39,-0.426,101.48,14.112,14.312,2020-09-26
SAC,31-41,-1.620,110.017,111.618,0.59,0.116,0.45,99.218,14.414,14.728,2020-09-26
ORL,34-44,-1.319,108.423,109.611,0.510,0.45,0.115,99.119,14.823,14.314,2020-09-26
DET,20-46,-4.824,108.922,113.726,-1.029,-0.227,-0.829,97.528,14.927,14.624,2020-09-26
MEM,34-39,-0.817,108.921,109.712,0.117,-0.225,0.310,103.04,14.08,14.03,2020-09-26
DEN,55-37,2.610,113.72,111.116,1.21,0.62,0.63,96.729,15.130,14.627,2020-09-26
TOR,60-23,6.05,111.115,105.12,0.020,0.117,-0.120,100.514,14.010,14.625,2020-09-26
NOP,30-42,-0.616,111.114,111.719,0.65,0.37,0.49,103.62,13.62,14.29,2020-09-26
DAL,45-36,3.96,116.21,112.321,0.412,0.212,0.213,99.717,14.722,14.28,2020-09-26
MIA,55-32,3.87,113.45,109.610,0.83,0.81,0.017,98.027,14.825,14.522,2020-09-26
UTA,47-32,3.18,113.17,110.013,0.411,0.019,0.47,98.226,14.926,14.416,2020-09-26
HOU,49-35,3.09,112.69,109.69,0.64,0.44,0.211,103.05,13.51,14.521,2020-09-26
PHI,43-34,1.711,111.213,109.68,0.119,0.210,-0.222,98.924,15.129,14.15,2020-09-26
OKC,47-32,1.612,109.918,108.36,0.58,0.213,0.48,99.120,14.620,14.518,2020-09-26
IND,45-32,1.313,109.819,108.57,-0.223,0.114,-0.324,99.021,14.619,14.520,2020-09-26
PHX,34-39,0.614,111.911,111.217,-0.121,-0.121,0.016,101.39,14.213,14.311,2020-09-26
SAS,32-39,-0.515,112.410,112.922,0.314,0.211,0.114,100.812,14.515,14.16,2020-09-26
UTA,47-32,3.18,113.17,110.013,0.411,0.019,0.48,98.226,14.926,14.416,2020-09-25
IND,45-32,1.313,109.819,108.57,-0.123,0.214,-0.324,99.021,14.619,14.520,2020-09-25
OKC,47-32,1.612,109.918,108.36,0.58,0.213,0.47,99.120,14.620,14.518,2020-09-25
PHI,43-34,1.711,111.213,109.68,0.119,0.210,-0.222,98.924,15.129,14.15,2020-09-25
DEN,55-36,2.610,113.72,111.116,1.01,0.52,0.53,96.729,15.230,14.626,2020-09-25
HOU,49-35,3.09,112.69,109.69,0.65,0.44,0.211,103.05,13.51,14.521,2020-09-25
LAL,63-22,6.62,112.78,106.13,0.67,-0.123,0.72,100.415,14.517,14.17,2020-09-25
MIA,55-32,3.77,113.45,109.610,0.83,0.81,0.017,98.027,14.825,14.522,2020-09-25
DAL,45-36,3.96,116.31,112.321,0.412,0.212,0.213,99.717,14.722,14.28,2020-09-25
TOR,60-23,6.05,111.115,105.12,0.020,0.117,-0.120,100.514,14.010,14.625,2020-09-25
LAC,56-29,6.64,113.54,106.95,0.66,-0.429,0.91,101.310,14.09,14.417,2020-09-25
BOS,58-30,6.63,113.26,106.64,0.315,0.36,-0.019,99.022,14.621,14.519,2020-09-25
SAS,32-39,-0.515,112.410,112.922,0.314,0.211,0.114,100.812,14.515,14.16,2020-09-25
PHX,34-39,0.614,111.911,111.217,-0.021,-0.121,0.016,101.39,14.213,14.311,2020-09-25
CLE,19-46,-8.429,107.326,115.629,-0.326,0.115,-0.427,98.923,14.824,14.315,2020-09-25
NOP,30-42,-0.616,111.114,111.719,0.64,0.38,0.49,103.62,13.62,14.29,2020-09-25
MEM,34-39,-0.817,108.921,109.712,0.117,-0.125,0.310,103.04,14.08,14.03,2020-09-25
POR,36-43,-0.918,113.53,114.427,0.92,0.53,0.46,100.911,14.516,14.04,2020-09-25
ORL,34-44,-1.319,108.423,109.611,0.510,0.45,0.115,99.119,14.823,14.314,2020-09-25
SAC,31-41,-1.620,110.017,111.618,0.59,0.116,0.45,99.218,14.414,14.728,2020-09-25
BKN,35-41,-1.821,109.020,110.815,-0.122,0.39,-0.426,101.48,14.112,14.312,2020-09-25
MIN,19-45,-3.722,108.124,111.920,0.216,0.020,0.212,103.53,13.86,14.02,2020-09-25
CHI,22-43,-4.423,105.729,110.114,-1.230,-0.530,-0.830,100.116,14.07,14.829,2020-09-25
DET,20-46,-4.824,108.922,113.726,-1.029,-0.227,-0.829,97.528,14.927,14.624,2020-09-25
WAS,25-47,-5.225,110.616,115.830,-0.628,-0.122,-0.528,102.97,13.75,14.210,2020-09-25
NYK,21-45,-6.726,106.228,113.023,-0.325,-0.328,-0.018,98.625,14.618,14.627,2020-09-25
CHA,23-42,-7.127,106.327,113.425,-0.224,0.118,-0.323,96.030,15.028,15.030,2020-09-25
ATL,20-47,-7.228,107.725,114.928,0.118,0.37,-0.121,102.96,13.74,14.313,2020-09-25
GSW,15-50,-8.430,104.730,113.124,0.413,-0.124,0.54,100.613,14.111,14.523,2020-09-25
MIL,61-22,8.11,111.812,103.71,-0.527,-0.226,-0.325,104.61,13.73,13.91,2020-09-25
LAL,63-22,6.62,112.78,106.13,0.67,-0.123,0.72,100.415,14.517,14.17,2020-09-24
SAS,32-39,-0.515,112.410,112.922,0.314,0.211,0.114,100.812,14.515,14.16,2020-09-24
CHA,23-42,-7.127,106.327,113.425,-0.224,0.118,-0.323,96.030,15.028,15.030,2020-09-24
MIL,61-22,8.11,111.812,103.71,-0.527,-0.226,-0.325,104.61,13.73,13.91,2020-09-24
CLE,19-46,-8.429,107.326,115.629,-0.326,0.115,-0.427,98.923,14.824,14.315,2020-09-24
LAC,56-29,6.63,113.54,106.95,0.66,-0.429,0.91,101.310,14.09,14.417,2020-09-24
BOS,57-30,6.64,113.26,106.64,0.315,0.36,-0.019,98.922,14.621,14.519,2020-09-24
TOR,60-23,6.05,111.115,105.12,0.020,0.117,-0.120,100.514,14.010,14.625,2020-09-24
DAL,45-36,3.96,116.31,112.321,0.412,0.212,0.213,99.717,14.722,14.28,2020-09-24
MIA,55-31,3.97,113.45,109.58,0.83,0.81,0.017,98.027,14.925,14.522,2020-09-24
UTA,47-32,3.18,113.17,110.013,0.411,0.019,0.48,98.226,14.926,14.416,2020-09-24
HOU,49-35,3.09,112.69,109.610,0.65,0.44,0.211,103.05,13.51,14.521,2020-09-24
DEN,55-36,2.610,113.72,111.116,1.01,0.52,0.53,96.729,15.230,14.626,2020-09-24
PHI,43-34,1.711,111.213,109.69,0.119,0.210,-0.222,98.924,15.129,14.15,2020-09-24
OKC,47-32,1.612,109.918,108.36,0.58,0.213,0.47,99.120,14.620,14.518,2020-09-24
IND,45-32,1.313,109.819,108.57,-0.123,0.214,-0.324,99.021,14.619,14.520,2020-09-24
PHX,34-39,0.614,111.911,111.217,-0.021,-0.121,0.016,101.39,14.213,14.311,2020-09-24
ATL,20-47,-7.228,107.725,114.928,0.118,0.37,-0.121,102.96,13.74,14.313,2020-09-24
NOP,30-42,-0.616,111.114,111.719,0.64,0.38,0.49,103.62,13.62,14.29,2020-09-24
MEM,34-39,-0.817,108.921,109.712,0.117,-0.125,0.310,103.04,14.08,14.03,2020-09-24
POR,36-43,-0.918,113.53,114.427,0.92,0.53,0.46,100.911,14.516,14.04,2020-09-24
ORL,34-44,-1.319,108.423,109.611,0.510,0.45,0.115,99.119,14.823,14.314,2020-09-24
SAC,31-41,-1.620,110.017,111.618,0.59,0.116,0.45,99.218,14.414,14.728,2020-09-24
BKN,35-41,-1.821,109.020,110.815,-0.122,0.39,-0.426,101.48,14.112,14.312,2020-09-24
MIN,19-45,-3.722,108.124,111.920,0.216,0.020,0.212,103.53,13.86,14.02,2020-09-24
CHI,22-43,-4.423,105.729,110.114,-1.230,-0.530,-0.830,100.116,14.07,14.829,2020-09-24
DET,20-46,-4.824,108.922,113.726,-1.029,-0.227,-0.829,97.528,14.927,14.624,2020-09-24
WAS,25-47,-5.225,110.616,115.830,-0.628,-0.122,-0.528,102.97,13.75,14.210,2020-09-24
GSW,15-50,-8.430,104.730,113.124,0.413,-0.124,0.54,100.613,14.111,14.523,2020-09-24
NYK,21-45,-6.726,106.228,113.023,-0.325,-0.328,-0.018,98.625,14.618,14.627,2020-09-24
LAC,56-29,6.63,113.54,106.95,0.67,-0.329,0.91,101.310,14.09,14.417,2020-09-23
MEM,34-39,-0.817,108.921,109.712,0.217,-0.124,0.310,103.04,14.08,14.03,2020-09-23
ATL,20-47,-7.228,107.725,114.928,0.118,0.38,-0.121,102.96,13.74,14.313,2020-09-23
CHA,23-42,-7.127,106.327,113.425,-0.224,0.118,-0.323,96.030,15.028,15.030,2020-09-23
NYK,21-45,-6.726,106.228,113.023,-0.325,-0.228,-0.018,98.625,14.618,14.627,2020-09-23
WAS,25-47,-5.225,110.616,115.830,-0.628,-0.122,-0.528,102.97,13.75,14.210,2020-09-23
DET,20-46,-4.824,108.922,113.726,-1.029,-0.227,-0.829,97.528,14.927,14.624,2020-09-23
CHI,22-43,-4.423,105.729,110.114,-1.230,-0.530,-0.830,100.116,14.07,14.829,2020-09-23
MIN,19-45,-3.722,108.124,111.920,0.216,0.020,0.212,103.53,13.86,14.02,2020-09-23
BKN,35-41,-1.821,109.020,110.815,-0.122,0.39,-0.426,101.48,14.112,14.312,2020-09-23
SAC,31-41,-1.620,110.017,111.618,0.59,0.116,0.44,99.218,14.414,14.728,2020-09-23
ORL,34-44,-1.319,108.423,109.611,0.510,0.45,0.115,99.119,14.823,14.314,2020-09-23
POR,36-43,-0.818,113.53,114.427,0.91,0.52,0.45,100.911,14.516,14.04,2020-09-23
NOP,30-42,-0.616,111.114,111.719,0.75,0.37,0.48,103.62,13.62,14.29,2020-09-23
BOS,57-30,6.64,113.26,106.64,0.315,0.36,-0.119,98.922,14.621,14.519,2020-09-23
SAS,32-39,-0.515,112.410,112.922,0.314,0.211,0.114,100.812,14.515,14.16,2020-09-23
PHX,34-39,0.614,111.911,111.217,-0.021,-0.121,0.016,101.39,14.213,14.311,2020-09-23
IND,45-32,1.313,109.819,108.57,-0.223,0.114,-0.324,99.021,14.619,14.520,2020-09-23
OKC,47-32,1.612,110.018,108.36,0.58,0.213,0.47,99.120,14.620,14.518,2020-09-23
PHI,43-34,1.711,111.213,109.69,0.119,0.210,-0.222,98.924,15.129,14.15,2020-09-23
DEN,55-35,2.510,113.62,111.116,0.92,0.53,0.46,96.729,15.130,14.626,2020-09-23
HOU,49-35,3.09,112.68,109.610,0.74,0.44,0.211,103.05,13.51,14.521,2020-09-23
UTA,47-32,3.18,113.17,110.013,0.412,0.019,0.49,98.226,14.926,14.416,2020-09-23
MIA,55-31,3.97,113.45,109.58,0.73,0.81,-0.017,98.027,14.925,14.522,2020-09-23
DAL,45-36,3.96,116.31,112.321,0.411,0.212,0.213,99.717,14.722,14.28,2020-09-23
TOR,60-23,6.05,111.115,105.12,0.020,0.117,-0.120,100.515,14.010,14.625,2020-09-23
LAL,62-22,6.72,112.69,105.93,0.66,-0.125,0.82,100.514,14.517,14.17,2020-09-23
MIL,61-22,8.11,111.812,103.71,-0.527,-0.226,-0.325,104.61,13.73,13.91,2020-09-23
CLE,19-46,-8.429,107.326,115.629,-0.326,0.115,-0.427,98.923,14.824,14.315,2020-09-23
GSW,15-50,-8.430,104.730,113.124,0.413,-0.123,0.53,100.613,14.111,14.523,2020-09-23
BOS,57-29,6.63,113.16,106.54,0.315,0.36,-0.119,99.022,14.621,14.518,2020-09-22
LAC,56-29,6.64,113.54,106.95,0.67,-0.329,0.91,101.310,14.09,14.417,2020-09-22
TOR,60-23,6.05,111.115,105.12,0.020,0.117,-0.120,100.515,14.010,14.625,2020-09-22
DAL,45-36,3.96,116.31,112.321,0.411,0.212,0.213,99.717,14.722,14.28,2020-09-22
MIA,54-31,3.97,113.45,109.58,0.73,0.81,-0.017,98.027,14.825,14.522,2020-09-22
UTA,47-32,3.18,113.17,110.013,0.412,0.019,0.49,98.226,14.926,14.416,2020-09-22
HOU,49-35,3.09,112.68,109.610,0.74,0.44,0.211,103.05,13.51,14.521,2020-09-22
DEN,55-35,2.510,113.62,111.116,0.92,0.53,0.46,96.729,15.130,14.626,2020-09-22
PHI,43-34,1.711,111.213,109.69,0.119,0.210,-0.222,98.924,15.129,14.15,2020-09-22
OKC,47-32,1.612,110.018,108.36,0.58,0.213,0.47,99.120,14.620,14.519,2020-09-22
IND,45-32,1.313,109.819,108.57,-0.223,0.114,-0.324,99.021,14.619,14.520,2020-09-22
PHX,34-39,0.614,111.911,111.217,-0.021,-0.121,0.016,101.39,14.213,14.311,2020-09-22
LAL,62-22,6.72,112.69,105.93,0.66,-0.125,0.82,100.514,14.517,14.17,2020-09-22
SAS,32-39,-0.515,112.410,112.922,0.314,0.211,0.114,100.812,14.515,14.16,2020-09-22
MIL,61-22,8.11,111.812,103.71,-0.527,-0.226,-0.325,104.61,13.73,13.91,2020-09-22
MEM,34-39,-0.817,108.921,109.712,0.217,-0.124,0.310,103.04,14.08,14.03,2020-09-22
POR,36-43,-0.818,113.53,114.427,0.91,0.52,0.45,100.911,14.516,14.04,2020-09-22
ORL,34-44,-1.319,108.423,109.611,0.510,0.45,0.115,99.119,14.823,14.314,2020-09-22
SAC,31-41,-1.620,110.017,111.618,0.59,0.116,0.44,99.218,14.414,14.728,2020-09-22
BKN,35-41,-1.821,109.020,110.815,-0.122,0.39,-0.426,101.48,14.112,14.312,2020-09-22
MIN,19-45,-3.722,108.124,111.920,0.216,0.020,0.212,103.53,13.86,14.02,2020-09-22
CHI,22-43,-4.423,105.729,110.114,-1.230,-0.530,-0.830,100.116,14.07,14.829,2020-09-22
DET,20-46,-4.824,108.922,113.726,-1.029,-0.227,-0.829,97.528,14.927,14.624,2020-09-22
WAS,25-47,-5.225,110.616,115.830,-0.628,-0.122,-0.528,102.97,13.75,14.210,2020-09-22
NYK,21-45,-6.726,106.228,113.023,-0.325,-0.228,-0.018,98.625,14.618,14.627,2020-09-22
CHA,23-42,-7.127,106.327,113.425,-0.224,0.118,-0.323,96.030,15.028,15.030,2020-09-22
ATL,20-47,-7.228,107.725,114.928,0.118,0.38,-0.121,102.96,13.74,14.313,2020-09-22
CLE,19-46,-8.429,107.326,115.629,-0.326,0.115,-0.427,98.923,14.824,14.315,2020-09-22
GSW,15-50,-8.430,104.730,113.124,0.413,-0.123,0.53,100.613,14.111,14.523,2020-09-22
NOP,30-42,-0.616,111.114,111.719,0.75,0.37,0.48,103.62,13.62,14.29,2020-09-22
MIL,61-22,8.11,111.912,103.71,-0.527,-0.226,-0.325,104.61,13.73,13.91,2020-09-21
GSW,15-50,-8.330,104.730,113.124,0.412,-0.124,0.53,100.613,14.111,14.523,2020-09-21
CLE,19-46,-8.329,107.326,115.629,-0.326,0.115,-0.427,98.923,14.824,14.315,2020-09-21
LAL,62-21,6.82,112.68,105.83,0.66,-0.122,0.72,100.614,14.517,14.17,2020-09-21
BOS,57-29,6.63,113.16,106.54,0.315,0.36,-0.019,99.022,14.621,14.518,2020-09-21
LAC,56-29,6.64,113.54,106.95,0.67,-0.329,0.91,101.310,14.09,14.417,2020-09-21
TOR,60-23,6.05,111.115,105.12,0.020,0.117,-0.120,100.515,14.010,14.625,2020-09-21
MIA,54-31,4.06,113.55,109.48,0.91,0.81,0.016,98.027,14.825,14.522,2020-09-21
DAL,45-36,3.97,116.31,112.321,0.411,0.212,0.213,99.717,14.722,14.28,2020-09-21
UTA,47-32,3.18,113.17,110.013,0.413,0.019,0.49,98.226,14.926,14.416,2020-09-21
HOU,49-35,3.09,112.69,109.610,0.74,0.44,0.211,103.05,13.51,14.521,2020-09-21
DEN,54-35,2.410,113.62,111.116,0.93,0.53,0.45,96.729,15.130,14.626,2020-09-21
PHI,43-34,1.711,111.213,109.69,0.119,0.310,-0.222,98.924,15.129,14.15,2020-09-21
OKC,47-32,1.612,110.018,108.36,0.68,0.214,0.46,99.120,14.620,14.519,2020-09-21
IND,45-32,1.313,109.819,108.57,-0.123,0.213,-0.324,99.021,14.619,14.520,2020-09-21
PHX,34-39,0.714,111.911,111.217,-0.021,-0.121,0.017,101.39,14.213,14.311,2020-09-21
SAS,32-39,-0.515,112.410,112.922,0.414,0.211,0.114,100.812,14.515,14.16,2020-09-21
NOP,30-42,-0.616,111.214,111.719,0.75,0.37,0.47,103.62,13.62,14.29,2020-09-21
MEM,34-39,-0.817,109.021,109.712,0.217,-0.125,0.310,103.04,14.08,14.03,2020-09-21
POR,36-43,-0.818,113.63,114.427,0.92,0.52,0.48,100.911,14.516,14.04,2020-09-21
ORL,34-44,-1.319,108.423,109.611,0.510,0.45,0.115,99.119,14.823,14.314,2020-09-21
SAC,31-41,-1.620,110.017,111.618,0.59,0.116,0.44,99.218,14.414,14.728,2020-09-21
BKN,35-41,-1.721,109.020,110.815,-0.122,0.39,-0.426,101.48,14.112,14.312,2020-09-21
MIN,19-45,-3.722,108.124,111.920,0.216,0.020,0.212,103.53,13.86,14.02,2020-09-21
CHI,22-43,-4.423,105.729,110.114,-1.230,-0.530,-0.830,100.116,14.07,14.829,2020-09-21
DET,20-46,-4.824,108.922,113.626,-1.029,-0.227,-0.829,97.528,14.927,14.624,2020-09-21
WAS,25-47,-5.225,110.616,115.830,-0.628,-0.123,-0.528,102.97,13.75,14.210,2020-09-21
NYK,21-45,-6.726,106.228,113.023,-0.325,-0.228,-0.018,98.625,14.618,14.627,2020-09-21
CHA,23-42,-7.127,106.327,113.425,-0.224,0.118,-0.323,96.030,15.028,15.030,2020-09-21
ATL,20-47,-7.228,107.725,114.928,0.118,0.38,-0.121,102.96,13.74,14.313,2020-09-21
PHX,34-39,0.714,111.911,111.217,-0.021,-0.121,0.017,101.39,14.213,14.311,2020-09-20
GSW,15-50,-8.330,104.730,113.124,0.412,-0.124,0.53,100.613,14.111,14.523,2020-09-20
ATL,20-47,-7.228,107.725,114.928,0.118,0.38,-0.121,102.96,13.74,14.313,2020-09-20
OKC,47-32,1.612,110.018,108.36,0.68,0.214,0.46,99.120,14.620,14.519,2020-09-20
CLE,19-46,-8.329,107.326,115.629,-0.326,0.115,-0.427,98.923,14.824,14.315,2020-09-20
MIL,61-22,8.11,111.912,103.71,-0.527,-0.226,-0.325,104.61,13.73,13.91,2020-09-20
LAL,62-21,6.82,112.68,105.83,0.66,-0.122,0.72,100.614,14.517,14.17,2020-09-20
BOS,57-29,6.63,113.16,106.54,0.315,0.36,-0.019,99.022,14.621,14.518,2020-09-20
LAC,56-29,6.64,113.54,106.95,0.67,-0.329,0.91,101.310,14.09,14.417,2020-09-20
TOR,60-23,6.05,111.115,105.12,0.020,0.117,-0.120,100.515,14.010,14.625,2020-09-20
CHA,23-42,-7.127,106.327,113.425,-0.224,0.118,-0.323,96.030,15.028,15.030,2020-09-20
DAL,45-36,3.97,116.31,112.321,0.411,0.212,0.213,99.717,14.722,14.28,2020-09-20
UTA,47-32,3.18,113.17,110.013,0.413,0.019,0.49,98.226,14.926,14.416,2020-09-20
HOU,49-35,3.09,112.69,109.610,0.74,0.44,0.211,103.05,13.51,14.521,2020-09-20
DEN,54-35,2.410,113.62,111.116,0.93,0.53,0.45,96.729,15.130,14.626,2020-09-20
PHI,43-34,1.711,111.213,109.69,0.119,0.310,-0.222,98.924,15.129,14.15,2020-09-20
MIA,54-31,4.06,113.55,109.48,0.91,0.81,0.016,98.027,14.825,14.522,2020-09-20
IND,45-32,1.313,109.819,108.57,-0.123,0.213,-0.324,99.021,14.619,14.520,2020-09-20
BKN,35-41,-1.721,109.020,110.815,-0.122,0.39,-0.426,101.48,14.112,14.312,2020-09-20
SAS,32-39,-0.515,112.410,112.922,0.414,0.211,0.114,100.812,14.515,14.16,2020-09-20
NYK,21-45,-6.726,106.228,113.023,-0.325,-0.228,-0.018,98.625,14.618,14.627,2020-09-20
WAS,25-47,-5.225,110.616,115.830,-0.628,-0.123,-0.528,102.97,13.75,14.210,2020-09-20
DET,20-46,-4.824,108.922,113.626,-1.029,-0.227,-0.829,97.528,14.927,14.624,2020-09-20
MIN,19-45,-3.722,108.124,111.920,0.216,0.020,0.212,103.53,13.86,14.02,2020-09-20
CHI,22-43,-4.423,105.729,110.114,-1.230,-0.530,-0.830,100.116,14.07,14.829,2020-09-20
SAC,31-41,-1.620,110.017,111.618,0.59,0.116,0.44,99.218,14.414,14.728,2020-09-20
ORL,34-44,-1.319,108.423,109.611,0.510,0.45,0.115,99.119,14.823,14.314,2020-09-20
POR,36-43,-0.818,113.63,114.427,0.92,0.52,0.48,100.911,14.516,14.04,2020-09-20
MEM,34-39,-0.817,109.021,109.712,0.217,-0.125,0.310,103.04,14.08,14.03,2020-09-20
NOP,30-42,-0.616,111.214,111.719,0.75,0.37,0.47,103.62,13.62,14.29,2020-09-20
CHI,22-43,-4.323,105.729,110.114,-1.230,-0.530,-0.830,100.116,14.07,14.829,2020-09-19
POR,36-43,-0.818,113.53,114.427,0.91,0.52,0.49,100.911,14.517,14.04,2020-09-19
ORL,34-44,-1.319,108.423,109.611,0.510,0.44,0.115,99.119,14.823,14.314,2020-09-19
SAC,31-41,-1.620,110.017,111.618,0.59,0.116,0.45,99.218,14.414,14.728,2020-09-19
BKN,35-41,-1.721,109.020,110.815,-0.122,0.39,-0.426,101.48,14.112,14.312,2020-09-19
MIN,19-45,-3.722,108.124,111.920,0.216,0.020,0.211,103.53,13.86,14.02,2020-09-19
GSW,15-50,-8.330,104.730,113.124,0.412,-0.124,0.53,100.613,14.111,14.523,2020-09-19
DET,20-46,-4.824,108.922,113.626,-1.029,-0.227,-0.829,97.528,14.927,14.624,2020-09-19
WAS,25-47,-5.225,110.616,115.830,-0.628,-0.122,-0.528,102.97,13.75,14.210,2020-09-19
NYK,21-45,-6.726,106.328,112.923,-0.325,-0.228,-0.018,98.625,14.618,14.627,2020-09-19
CHA,23-42,-7.127,106.327,113.425,-0.224,0.118,-0.323,96.030,15.028,15.030,2020-09-19
ATL,20-47,-7.228,107.725,114.928,0.218,0.37,-0.121,102.96,13.74,14.313,2020-09-19
CLE,19-46,-8.329,107.326,115.629,-0.326,0.115,-0.427,98.923,14.824,14.315,2020-09-19
MEM,34-39,-0.817,109.021,109.712,0.217,-0.125,0.310,103.04,14.08,14.03,2020-09-19
NOP,30-42,-0.616,111.214,111.719,0.74,0.38,0.47,103.62,13.62,14.29,2020-09-19
SAS,32-39,-0.515,112.410,112.922,0.414,0.211,0.114,100.812,14.515,14.16,2020-09-19
DAL,45-36,3.97,116.31,112.321,0.411,0.212,0.213,99.717,14.722,14.28,2020-09-19
PHX,34-39,0.714,111.912,111.217,-0.021,-0.121,0.016,101.39,14.213,14.311,2020-09-19
LAL,61-21,6.92,112.78,105.83,0.66,-0.123,0.72,100.614,14.516,14.17,2020-09-19
BOS,57-29,6.63,113.16,106.54,0.315,0.36,-0.119,99.022,14.621,14.518,2020-09-19
LAC,56-29,6.64,113.54,106.95,0.67,-0.329,0.91,101.310,14.09,14.417,2020-09-19
TOR,60-23,6.05,111.115,105.12,0.020,0.117,-0.120,100.515,14.010,14.626,2020-09-19
MIA,54-31,4.06,113.45,109.58,0.83,0.81,0.017,98.027,14.825,14.522,2020-09-19
MIL,61-22,8.11,111.911,103.71,-0.527,-0.226,-0.325,104.61,13.73,13.91,2020-09-19
UTA,47-32,3.18,113.17,110.013,0.413,0.019,0.48,98.226,14.926,14.416,2020-09-19
DEN,54-34,2.410,113.62,111.116,0.82,0.45,0.44,96.729,15.230,14.625,2020-09-19
PHI,43-34,1.711,111.313,109.59,0.119,0.310,-0.222,98.924,15.129,14.15,2020-09-19
OKC,47-32,1.612,110.018,108.36,0.68,0.214,0.46,99.120,14.620,14.519,2020-09-19
HOU,49-35,3.09,112.69,109.610,0.75,0.43,0.212,103.05,13.51,14.521,2020-09-19
IND,45-32,1.313,109.819,108.57,-0.123,0.213,-0.324,99.021,14.619,14.520,2020-09-19
MIN,19-45,-3.722,108.124,111.920,0.216,0.020,0.211,103.53,13.86,14.02,2020-09-18
MEM,34-39,-0.817,109.021,109.712,0.217,-0.125,0.310,103.04,14.08,14.03,2020-09-18
POR,36-43,-0.818,113.53,114.427,0.91,0.52,0.49,100.911,14.517,14.04,2020-09-18
ORL,34-44,-1.319,108.423,109.611,0.510,0.44,0.115,99.119,14.823,14.314,2020-09-18
SAC,31-41,-1.620,110.017,111.618,0.59,0.116,0.45,99.218,14.414,14.728,2020-09-18
BKN,35-41,-1.721,109.020,110.815,-0.122,0.39,-0.426,101.48,14.112,14.312,2020-09-18
DET,20-46,-4.824,108.922,113.626,-1.029,-0.227,-0.829,97.528,14.927,14.624,2020-09-18
CHI,22-43,-4.323,105.729,110.114,-1.230,-0.530,-0.830,100.116,14.07,14.829,2020-09-18
WAS,25-47,-5.225,110.616,115.830,-0.628,-0.122,-0.528,102.97,13.75,14.210,2020-09-18
NYK,21-45,-6.726,106.328,112.923,-0.325,-0.228,-0.018,98.625,14.618,14.627,2020-09-18
CHA,23-42,-7.127,106.327,113.425,-0.224,0.118,-0.323,96.030,15.028,15.030,2020-09-18
ATL,20-47,-7.228,107.725,114.928,0.218,0.37,-0.121,102.96,13.74,14.313,2020-09-18
SAS,32-39,-0.515,112.410,112.922,0.414,0.211,0.114,100.812,14.515,14.16,2020-09-18
NOP,30-42,-0.616,111.214,111.719,0.74,0.38,0.47,103.62,13.62,14.29,2020-09-18
UTA,47-32,3.18,113.16,110.013,0.413,0.019,0.48,98.226,14.926,14.416,2020-09-18
PHX,34-39,0.714,111.912,111.217,-0.021,-0.121,0.016,101.39,14.213,14.311,2020-09-18
IND,45-32,1.313,109.819,108.57,-0.123,0.213,-0.324,99.021,14.619,14.520,2020-09-18
OKC,47-32,1.612,110.018,108.36,0.68,0.214,0.46,99.120,14.620,14.519,2020-09-18
PHI,43-34,1.711,111.313,109.59,0.119,0.310,-0.222,98.924,15.129,14.15,2020-09-18
DEN,54-34,2.410,113.62,111.116,0.82,0.45,0.44,96.729,15.230,14.625,2020-09-18
HOU,49-35,3.09,112.69,109.610,0.75,0.43,0.212,103.05,13.51,14.521,2020-09-18
DAL,45-36,3.97,116.31,112.321,0.411,0.212,0.213,99.717,14.722,14.28,2020-09-18
MIA,54-30,4.16,113.55,109.48,0.83,0.81,0.017,98.027,14.825,14.522,2020-09-18
TOR,60-23,6.05,111.115,105.12,0.020,0.117,-0.120,100.515,14.010,14.626,2020-09-18
BOS,56-29,6.64,113.17,106.54,0.315,0.36,-0.119,99.022,14.621,14.518,2020-09-18
LAC,56-29,6.63,113.54,106.95,0.67,-0.329,0.91,101.310,14.09,14.417,2020-09-18
LAL,61-21,6.92,112.78,105.83,0.66,-0.123,0.72,100.614,14.516,14.17,2020-09-18
MIL,61-22,8.11,111.911,103.71,-0.527,-0.226,-0.325,104.61,13.73,13.91,2020-09-18
GSW,15-50,-8.330,104.730,113.124,0.412,-0.124,0.53,100.613,14.111,14.523,2020-09-18
